"National.Database.Number","Field.Number","Common.Name","Genus","Species","Affiliation","Country","City","County","State","Locality.Detail","Latitude","Longitude","Restrand","Findings.of.Human.Interaction","Boat.Collision","Shot","Fishery.Interaction","Other.Human.Interaction","Other.Human.Int.Description","Gear.Collection.Flag","Gear.Disposition.Flag","Other.Findings.upon.Level.Y.N","Other.Findings...Illness.Flag","Other.Findings...Injury.Flag","Other.Findings...Pregnant.Flag","Year.of.Observation","Month.of.Observation","Day.of.Observation","How.Observed","Observation.Status","Disentangled.Flag","Sick.Flag","Injured.Flag","Out.of.Habitat.Flag","Abandoned.Orphaned.Flag","Location.Hazardous.to.Animal","Location.Hazardous.Public","Entangled.Flag","Sex","Age.Class","Length","Length.Units","Weight","Weight.Units","Necropsied.Flag","City...from.strandings.table","Mammal.Type","Interaction.Type","Pinniped.Common.Name"
"NW-2012-1152528","WDFW2012-163","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Steilacoom","Pierce","WA","Sunnyside Beach N. of bathrooms",47.1788,-122.5899,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N","N",2012,"SEP",21,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Pup",101,"cm",19,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1132447","WDFW2010-167","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Steilacoom","Pierce","WA","Sunnyside Beach",47.18,-122.59,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2010,"OCT",7,"Floating","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Adult",160,"cm",70,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2011-1142313","WDFW2011-105","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Steilacoom","Kitsap","WA","Sunnyside beach park by swings",47.175,-122.5969,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2011,"AUG",18,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Pup",95,"cm",22.5,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1132382","WDFW2010-110","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Steilacoom","Pierce","WA","Next to Steilacoom Ferry",47.1698,-122.6015,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2010,"AUG",7,"Beach or Land","ALIVE","N","N","N","N","N","Y","N",NA,"Female","Pup",68,"cm",8,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2011-1142292","WDFW2011-084","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Steilacoom","Pierce","WA","On beach head in fron of McNeil Isl.ferry",47.1723,-122.6029,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2011,"JUL",5,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Male","Unid",NA,NA,NA,NA,"N",NA,"Pinniped","Other","Harbor seal"
"NW-2010-1132381","WDFW2010-109","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Steilacoom","Pierce","WA","Steilacoom Ferry",47.1725,-122.6034,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2010,"AUG",10,"Beach or Land","DEAD - CONDITION UNKNOWN","N","N","N","N","N","N","N",NA,"Unid","Pup",80,"cm",8,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2007-1078173","WDFW1207-09","Seal, harbor","Phoca","vitulina","WDFW Marine Mammal Investigations",NA,"Steilacoom","Pierce","WA","Old Steilacoom marina",47.1676,-122.6078,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2007,"DEC",26,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Unid","Pup",80,"cm",10,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2008-1085915","WDFW2008-073","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Steilacoom","Pierce","WA","under Steilacoom marina at Soulter's Point",47.1758,-122.608,"N","N","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2008,"JUN",22,"Beach or Land","ALIVE","N","N","N","Y","N","N","N",NA,"Male","Unid",NA,NA,0,NA,"N",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1132422","WDFW2010-146","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Steilacoom","Pierce","WA","Saltar's, old Steilacoom marina",47.1687,-122.613,"N","Y","N","N","N","Y",NA,NA,NA,"Y",NA,"Y",NA,2010,"SEP",17,"Beach or Land","ALIVE","N","N","N","N","N","N","N",NA,"Female","Pup",82,"cm",17,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2012-1152604","WDFW2012-111","Seal, harbor","Phoca","vitulina","WDFW/MMI","United States","Steilacoom","Pierce","WA","Salters Marina",47.1683,-122.6133,"N","Y","N","N","N","Y","Harassment","N",NA,"N","N","N","N",2012,"JUL",28,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Female","Unid",74,"cm",9,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2004-1042827","WDFW0704-02","Seal, harbor","Phoca","vitulina","Washington Department of Fish and Wildlife","United States","Steilacoom","Pierce","WA","1 1/2 mile SOuth of solo point",47.1683,-122.6133,"N","Y","N","N","N","Y","Illegal Pick up","N",NA,"Y","N","N",NA,2004,"JUL",10,"Beach or Land","ALIVE","N","N","N","N","N","N","N",NA,"Female","Unid",72,"cm",6,"kg","Y",NA,"Pinniped","Other","Harbor seal"
"NW-2005-1044367","WDFW0305-01","Seal, harbor","Phoca","vitulina","Washington Department of Fish and Wildlife","United States","Steilacoom","Pierce","WA","In front of Play area, at Suunyside Beach",47.1683,-122.6133,"N","Y","N","Y","N","N","Fish hook","Y","WDFW","N","N","N",NA,2005,"MAR",13,NA,"MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Adult",180,"cm",70,"kg","Y",NA,"Pinniped","Gunshot","Harbor seal"
"NW-2004-1042905","WDFW1204-05","Seal, harbor","Phoca","vitulina","Washington Department of Fish and Wildlife","United States","Steilacoom","Pierce","WA","Floating past Steilacoom Dock",47.1683,-122.6133,"N","Y","N","Y","N","N",NA,"N",NA,"N","N","N",NA,2004,"DEC",17,NA,"MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Female","Unid",132,"cm",40,"kg","Y",NA,"Pinniped","Gunshot","Harbor seal"
"NW-2011-1142204","WDFW2011-144","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Suquamish","Kitsap","WA","Suquamish water front by pier",47.724,-122.5608,"N","Y","N","N","Y","N",NA,NA,NA,"Y",NA,"Y",NA,2011,"SEP",29,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Female","Pup",77,"cm",9.5,"kg","Y",NA,"Pinniped","Fisheries","Harbor seal"
"NW-2010-1120846","WDFW2010-042","Pinniped, unidentified",NA,NA,"WDFW/MMI",NA,"Suquamish","Kitsap","WA","Agate Pass bridge under casino",47.7118,-122.5688,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2010,"FEB",17,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Unid",120,"cm",NA,NA,"N",NA,"Pinniped","NA","Unidentified"
"NW-2010-1132394","CB10-03","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Commencement bay",47.2875,-122.40407,"N","CBD","N","N","N","N",NA,NA,NA,"Y",NA,"Y",NA,2010,"JUL",4,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Unid","Pup",65,"cm",7,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2012-1152547","WDFW2012-047","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Point defiance boat house",47.306,-122.4157,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,"N",2012,"APR",28,"Beach or Land","ALIVE","N","N","N","N","N","N","N",NA,"Unid","Pup",100,"cm",12,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2012-1152590","WDFW2012-217","Sea lion, California","Zalophus","californianus","WDFW/MMI",NA,"Tacoma","Pierce","WA","Tacoma water treatment plant",47.2051,-122.3223,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2012,"DEC",29,"Beach or Land","ALIVE","N","N","N","Y","N","N","N",NA,"Male","Adult",NA,NA,NA,NA,"N",NA,"Pinniped","NA","California sea lion"
"NW-2010-1120830","WDFW2010-028","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","1690 Marine View Drive",47.2637,-122.3599,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2010,"FEB",11,"Floating","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Adult",150,"cm",80,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1120833","WDFW2010-023","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Port of Tacoma Pier 23",47.2606,-122.3808,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2010,"FEB",9,"Floating","ADVANCED DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Adult",135,"cm",80,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2015-1179517","WDFW2015-028","Sea lion, California","Zalophus","californianus","WDFW/MMI",NA,"Tacoma","Pierce","WA","Marine View Dr. in front of Tacoma Logs",47.2814,-122.3915,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2015,"MAY",3,"Beach or Land","ADVANCED DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Adult",230,"cm",250,"kg","N",NA,"Pinniped","NA","California sea lion"
"NW-2013-1154552","WDFW2013-087","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","North side of Commencement Bay",47.2864,-122.4007,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2013,"SEP",6,NA,"MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Pup",85,"cm",12,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2008-1085643","CB08-01","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Commencement Bay",47.2871,-122.4055,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2008,"JUL",29,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Pup",84,"cm",13,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2013-1152662","WDFW2013-007","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","500 Alexandra Ave",47.2762,-122.4057,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N","N",2013,"JAN",24,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Female","Pup",96,"cm",17,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2013-1152645","WDFW2013-013","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Commencement Bay just N. of Ole and charlies Marin",47.2868,-122.4076,"N","CBD","N","N","N","N",NA,NA,NA,"Y",NA,"Y","N",2013,"FEB",15,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Male","Adult",157,"cm",75,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2012-1142266","WDFW2012-027","Sea lion, California","Zalophus","californianus","WDFW/MMI",NA,"Tacoma","Pierce","WA","4415 Marine View Drive. Commencement Bay",47.289,-122.408,"N","Y","N","Y","N","N",NA,NA,NA,"Y",NA,"Y",NA,2012,"MAR",2,"Beach or Land","ADVANCED DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Adult",240,"cm",300,"kg","Y",NA,"Pinniped","Gunshot","California sea lion"
"NW-2010-1132384","CB10-01 Live","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","4818 Marine View Drive",47.2906,-122.4099,"N","Y","N","N","N","Y",NA,NA,NA,"Y",NA,"Y",NA,2010,"JUL",21,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Unid","Pup",75,"cm",6,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2009-1104305","WDFW2009-132","Pinniped, unidentified",NA,NA,"WDFW/MMI","United States","Tacoma","Pierce","WA","Commencement Bay by logs, near 4916 Marine View Dr",47.2911,-122.4102,"N","Y","N","N","Y","N",NA,"N",NA,"N","N","N","N",2009,"NOV",20,"Beach or Land","DEAD - CONDITION UNKNOWN","N","N","N","N","N","N","N",NA,"Unid","Adult",180,"cm",0,"lb","N",NA,"Pinniped","Fisheries","Unidentified"
"NW-2015-1182219","WDFW2015-051","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Marine view drive Kayak Access",47.292,-122.411,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2015,"JUL",20,"Beach or Land","ADVANCED DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Adult",158,"cm",80,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2013-1152643","WDFW2013-011","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","401 E Alexander near pier 23",47.2818,-122.4111,"N","CBD","N","N","N","N",NA,NA,NA,"Y",NA,"Y",NA,2013,"FEB",4,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Female","Pup",77,"cm",12.75,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1132521","WDFW2010-070","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Commencement Bay 4824 Marine View Drive",47.292,-122.4112,"N","Y","N","N","N","Y",NA,NA,NA,"Y",NA,"Y",NA,2010,"JUN",18,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Male","Pup",70,"cm",7,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2010-1132385","CB10-02","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Commencement Bay haulout on floating raft",47.2907,-122.4118,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2010,"JUN",29,"Floating","FRESH DEAD","N","N","N","N","N","N","N",NA,"Unid","Adult",150,"cm",70,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1120840","WDFW2010-036","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","510 Alexander Avenue, Port of Tacoma",47.2802,-122.4131,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2010,"FEB",15,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Male","Adult",152,"cm",45,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1132386","CB10-05","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","5302 Marine View Drive, Commencement Bay",47.2948,-122.4149,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2010,"AUG",26,"Beach or Land","ADVANCED DECOMPOSITION","N","N","N","N","N","N","N",NA,"Female","Pup",80,"cm",12,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1132395","CB10-04","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","5302 Marine View Drive, Commencement Bay",47.2948,-122.4149,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2010,"AUG",26,"Beach or Land","ADVANCED DECOMPOSITION","N","N","N","N","N","N","N",NA,"Female","Adult",150,"cm",65,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1132529","WDFW2010-080","Sea lion, Steller","Eumetopias","jubatus","WDFW/MMI",NA,"Tacoma","Pierce","WA","Crow's Nest Marina",47.2959,-122.417,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2010,"JUN",26,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Yearling",163,"cm",49,"kg","Y",NA,"Pinniped","NA","Steller sea lion"
"NW-2014-1170881","WDFW2014-017","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","11th & Stewart, Boat Launch Port of Tacoma",47.2607,-122.4179,"N","Y","N","N","Y","N",NA,NA,NA,"Y",NA,"Y",NA,2014,"AUG",26,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Male","Pup",92,"cm",15.2,"kg","Y",NA,"Pinniped","Fisheries","Harbor seal"
"NW-2008-1086029","WDFW2008-124","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Browns Point 520 Klapatche St",47.2751,-122.4195,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2008,"OCT",30,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Yearling",101,"cm",30,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2008-1086081","WDFW2008-108","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Browns point by boat house",47.2751,-122.4195,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2008,"SEP",16,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Adult",150,"cm",60,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2009-1104267","WDFW2009-113","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Dash Point beach 5 houses N or lobster shop",47.3192,-122.426,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2009,"OCT",19,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Subadult",126,"cm",30,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2015-1179512","WDFW2015-023","Sea lion, California","Zalophus","californianus","WDFW/MMI",NA,"Tacoma","Pierce","WA","Dash Point Pier",47.319,-122.4268,"N","CBD","N","N","N","N",NA,NA,NA,"Y","Y","N",NA,2015,"MAR",24,"Beach or Land","ALIVE","N","Y","N","N","N","N","N",NA,"Male","Unid",NA,NA,NA,NA,"N",NA,"Pinniped","NA","California sea lion"
"NW-2010-1132538","WDFW2010-092","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","On beach near Simpson Timber, Commencement Bay",47.2586,-122.4278,"N","CBD","N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,2010,"JUL",21,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Female","Adult",140,"cm",50,"kg","Y",NA,"Pinniped","Other","Harbor seal"
"NW-2010-1132539","WDFW2010-095","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Simpson Log Company",47.2609,-122.4293,"N","CBD","N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,2010,"JUL",21,"Beach or Land","DEAD - CONDITION UNKNOWN","N","N","N","N","N","N","N",NA,"Male","Pup",74,"cm",5.8,"kg","Y",NA,"Pinniped","Other","Harbor seal"
"NW-2012-1152418","WDFW2012-126","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Simpson logs commencement bay",47.2678,-122.4301,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2012,"AUG",9,"Beach or Land","DEAD - CONDITION UNKNOWN","N","N","N","N","N","N","N",NA,"Unid","Unid",NA,NA,NA,NA,"N",NA,"Pinniped","NA","Harbor seal"
"NW-2012-1152419","WDFW2012-127","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Simpson logs Commencement Bay",47.2678,-122.4301,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2012,"AUG",9,"Beach or Land","DEAD - CONDITION UNKNOWN","N","N","N","N","N","N","N",NA,"Unid","Unid",NA,NA,NA,NA,"N",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1132370","WDFW2010-096","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Simpson Timber, Commencement Bay",47.2615,-122.4302,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2010,"JUL",21,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Male","Pup",71,"cm",6,"kg","Y",NA,"Pinniped","Other","Harbor seal"
"NW-2010-1132560","WDFW2010-094","Seal, harbor","Phoca","vitulina","WDFW/MMI","United States","Tacoma","Pierce","WA","Simpson Timber, Commencement Bay",47.2622,-122.4311,"N","Y","N","N","N","Y",NA,"N",NA,"N","N","N","N",2010,"JUL",20,"Floating","ALIVE","N","N","N","N","N","N","N",NA,"Female","Pup",87,"cm",9,"kg","Y",NA,"Pinniped","Other","Harbor seal"
"NW-2010-1132559","WDFW2010-093","Seal, harbor","Phoca","vitulina","WDFW/MMI","United States","Tacoma","Pierce","WA","Logs Simpson Timber, Commencement Bay",47.2623,-122.4311,"N","Y","N","N","N","Y",NA,"N",NA,"N","N","N","N",2010,"JUL",20,"Floating","ALIVE","N","N","N","N","Y","N","N",NA,"Female","Pup",74,"cm",8.5,"kg","Y",NA,"Pinniped","Other","Harbor seal"
"NW-2012-1152508","WDFW2012-044","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Foss marina",47.248,-122.433,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,"N",2012,"APR",17,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Pup",100,"cm",12,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2012-1152638","WDFW2012-176","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Simpson timber",47.2681,-122.4346,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2012,"OCT",2,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Adult",128,"cm",37,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2007-1072837","WDFW0707-07","Seal, harbor","Phoca","vitulina","WDFW Marine Mammal Investigations","United States","Tacoma","Pierce","WA","1900 East D St. Thea Foss Waterway",47.254,-122.4353,"N","CBD","N","N","N","N",NA,NA,NA,NA,"N","N",NA,2007,"JUL",19,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Female","Pup",79,"cm",8,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2012-1142258","WDFW2012-020","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","North of 9th Ruston Way",47.257,-122.4379,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2012,"FEB",5,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Pup",90,"cm",12,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1132530","WDFW2010-082","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Thea Foss Waterway",47.2594,-122.4379,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2010,"JUN",30,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Female","Pup",77,"cm",6.5,"kg","Y",NA,"Pinniped","Other","Harbor seal"
"NW-2008-1085965","WDFW2008-030","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","11 Shuster parkway (Tacoma grainery)",47.2589,-122.439,"N","CBD","N","N","N","N",NA,NA,NA,"Y","Y","Y",NA,2008,"MAR",31,"Beach or Land","ALIVE","N","Y","N","N","N","N","N",NA,"Male","Yearling",103,"cm",18.5,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1132407","WDFW2010-201","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Brown's Point lighthouse",47.3035,-122.4391,"N","CBD","N","N","N","N",NA,NA,NA,"Y",NA,"Y",NA,2010,"NOV",26,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Female","Pup",88,"cm",14,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2008-1085975","WDFW2008-035","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","520 Klapache Ave NE",47.2982,-122.4392,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2008,"APR",4,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Adult",152,"cm",70,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2007-1078055","WDFW0907-04","Seal, harbor","Phoca","vitulina","WDFW Marine Mammal Investigations",NA,"Tacoma","Pierce","WA","Browns Point SP, 1402 Hyda Blvd",47.3037,-122.4392,"N","CBD","N","N","N","N",NA,NA,NA,"Y",NA,"Y",NA,2007,"SEP",8,"Beach or Land","ALIVE","N","N","Y","N","N","N","N",NA,"Male","Pup",80,"cm",10,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2009-1104299","WDFW2009-129","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Thea Foss Park",47.2615,-122.4394,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2009,"NOV",21,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Pup",85,"cm",15,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2008-1085857","WDFW2008-013","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Browns Point right by Light house",47.3035,-122.4396,"N","N","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2008,"JAN",22,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Male","Adult",154,"cm",53.5,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2012-1142242","WDFW2012-004","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Brown Point",47.3022,-122.444,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2012,"JAN",9,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Unid","Unid",NA,NA,NA,NA,"N",NA,"Pinniped","NA","Harbor seal"
"NW-2012-1142084","WDFW2011-189","Seal, harbor","Phoca","vitulina","WDFW/MMI","United States","Tacoma","Pierce","WA","Browns point Lighthouse",47.304,-122.4441,"N","CBD","N","N","N","N",NA,"N",NA,"N","N","N","N",2011,"NOV",18,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Unid","Pup",90,"cm",12,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1132471","WDFW2010-112","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Tacoma","Pierce","WA","Brown's Point Lighthouse",47.3061,-122.4441,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2010,"AUG",4,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Adult",173,"cm",80,"kg","Y",NA,"Pinniped","Other","Harbor seal"
